sumsqerrphi,sumsqerrN,pbesti_1,pbesti_2,pbesti_3,pbesti_4,pbesti_5,pbesti_6,CCC_phi,CCC_N,lambdavec
3.59653257813949,14310.3673561352,0.799802341136416,0.0254555736009588,0.056426918674959,0.189894155245744,0.047536033899264,0.190291312866871,0.929299932162677,0.89831995360763,0.4994994994995
3.57463895536477,14313.8119547363,0.799807475510824,0.0254554179821992,0.0564120220072657,0.189925790697883,0.047542643772732,0.190275581335011,0.929677903784706,0.898287953656801,0.500500500500501
3.61854645697954,14306.9176776892,0.79979714199736,0.0254557172411605,0.056441860513578,0.189862561279824,0.0475293361501402,0.190307453112298,0.928920396440388,0.898352036141495,0.498498498498498
3.55288953750292,14317.2475913743,0.799812556794282,0.0254552748879189,0.0563971909456461,0.189957234916322,0.0475492636191425,0.190259752061978,0.930053799534288,0.898255942915042,0.501501501501502
3.64074106808983,14303.4535896138,0.799792163756374,0.025455846007053,0.0564567563023044,0.189830914795561,0.0475226493459934,0.190323359164537,0.928538370382887,0.898384355619127,0.497497497497497
3.53127074790233,14320.676285471,0.799817624180523,0.0254551486004761,0.0563824147546252,0.189988470680005,0.047555923509296,0.190243650647914,0.930428031198029,0.898223883329451,0.502502502502503
3.66295888917618,14299.9997326212,0.799786882734451,0.025455992047804,0.056471639215766,0.189799220178175,0.0475160257106516,0.19033902393658,0.92815610529457,0.898416463784936,0.496496496496497
3.5097843138917,14324.0976476815,0.799822854066067,0.0254549976171884,0.056367594989639,0.190019779396589,0.0475625251261664,0.190227698977245,0.930800322840887,0.898192014430171,0.503503503503503
3.48834029165985,14327.5259681622,0.799827884641237,0.0254548623258691,0.0563528920544468,0.190051128579974,0.0475690711710427,0.190212398655139,0.931172350021316,0.898159964216031,0.504504504504504
3.68537885001215,14296.5283651489,0.799781658765531,0.0254561525063399,0.0564867223632426,0.189767299253004,0.0475093119498767,0.190355228218461,0.927771036017488,0.898448606027797,0.495495495495495
3.707943034647,14293.0486399757,0.799776364896304,0.0254562787430744,0.0565017063765414,0.189735488004757,0.0475025515920038,0.190371384172999,0.92738376672927,0.898481020059296,0.494494494494495
3.46710627427071,14330.9343458037,0.799832958209864,0.0254547182489691,0.0563381765913358,0.190082332132272,0.0475756316329661,0.190196825204635,0.931541171514142,0.898128171867795,0.505505505505506
3.73065132563873,14289.560704962,0.799771211874154,0.0254564383183541,0.056516844142125,0.189703398571134,0.047495815250198,0.190387600590902,0.926994763016652,0.898513294391707,0.493493493493493
3.4459821130473,14334.3386821756,0.799837874786925,0.0254545939218491,0.0563235311286863,0.190113265465679,0.0475822203952511,0.190180849774547,0.931908581937949,0.898096242188484,0.506506506506507
3.75344730960138,14286.0733016332,0.799765982766889,0.0254565973150675,0.0565320359467879,0.189671285015556,0.0474890208085376,0.19040403578093,0.926604779918603,0.89854550856415,0.492492492492492
3.42494200613815,14337.7430821599,0.799842939220777,0.0254544353991933,0.0563088023817038,0.190144434284319,0.0475887339711387,0.190165187111288,0.932274962891125,0.898064498924851,0.507507507507508
3.77638675761121,14282.5779727121,0.799760808616782,0.0254567463410674,0.056547156996467,0.189639149219318,0.047482269016313,0.190420127823518,0.926212898140983,0.898577880063046,0.491491491491492
3.40403751726939,14341.1391232823,0.799847843842794,0.0254543216156046,0.0562941485195575,0.190175223462665,0.0475953967708287,0.19014889402982,0.93263936954608,0.898032604500075,0.508508508508508
3.38327983860839,14344.5248454443,0.799852927582862,0.0254541683679448,0.0562795720638955,0.19020623889886,0.0476018261424856,0.190133801345256,0.933001743484953,0.898000977650337,0.509509509509509
3.79945836768067,14279.0765547658,0.799755391246636,0.0254568978084075,0.056562221564327,0.1896069636375,0.0474755934210259,0.190435888806122,0.925818967370151,0.898610346303617,0.49049049049049
3.82267288204705,14275.5675302709,0.799750133812177,0.0254570560689656,0.0565774731192512,0.189574538848921,0.0474687766991837,0.190452048756419,0.925423229446213,0.898642687770854,0.48948948948949
3.3626298116693,14347.9065203264,0.799857840620315,0.0254540288515337,0.0562650295701613,0.190237075507201,0.0476082893298378,0.190118438555037,0.933362532222737,0.897969284325705,0.510510510510511
3.84599705415707,14272.05601575,0.799744773298259,0.0254572007937235,0.0565927226320044,0.189542311335115,0.047461910906333,0.190468787822852,0.925026174683093,0.898675178177473,0.488488488488488
3.34208542335613,14351.2844012275,0.799862994985379,0.0254539111345429,0.0562505795577165,0.190267723296706,0.0476147767022574,0.190103016376898,0.933722256524066,0.897937471855403,0.511511511511512
3.86949806139852,14268.5320180079,0.799739499402755,0.0254573430902333,0.0566078655484753,0.189509894940151,0.0474551680786722,0.190484523515957,0.924626792877509,0.89870782863085,0.487487487487487
3.3216715155694,14354.6543039007,0.799867612251064,0.0254538000082691,0.0562362832421827,0.190298297763914,0.047621145408447,0.190088385016119,0.93407946736365,0.897905651232767,0.512512512512513
3.89311579260721,14265.0046764207,0.799734129864635,0.025457505205345,0.0566232099701888,0.189477376291699,0.0474483205267724,0.190501127593888,0.924225741512164,0.898740334637292,0.486486486486487
3.30134654931771,14358.0230003641,0.799872743568345,0.02545363113645,0.0562215379531613,0.190329109435612,0.0476277101895046,0.190071992215003,0.934436247711992,0.897874274298423,0.513513513513513
3.28118112139326,14361.3786761094,0.799877674311627,0.0254534949751212,0.0562070569408997,0.190359635775461,0.0476341850197559,0.19005636559701,0.934790336248072,0.89784277219777,0.514514514514514
3.91689347467363,14261.4676440842,0.799728832232445,0.0254576653715866,0.0566385517092627,0.189444649112644,0.0474414843728751,0.190517229009019,0.923822563064613,0.898772883732517,0.485485485485485
3.94087167967622,14257.9150685347,0.799723411859524,0.025457791015311,0.0566538924177251,0.189412235459049,0.0474345321370638,0.190534382122468,0.923416509593139,0.898805875813937,0.484484484484485
3.26111429666196,14364.7313454864,0.799882491536172,0.0254533558349662,0.0561926176845852,0.190390149852418,0.0476406110729528,0.190040954320393,0.935143102879654,0.897811285124575,0.515515515515516
3.96486981363223,14254.3737625132,0.799717905875581,0.0254579578807697,0.0566693031174201,0.189379336285705,0.047427661774171,0.190550447371944,0.923010507487438,0.898838340802769,0.483483483483483
3.24114358540973,14368.0813614957,0.799887395022615,0.0254532158503519,0.0561782076185205,0.190420634338152,0.0476470108346949,0.190025661952362,0.935494654317752,0.897779799414731,0.516516516516517
3.98906688586704,14250.8173646371,0.799712515061637,0.0254581330477879,0.056684789360241,0.189346347527781,0.0474207955275422,0.190566772427458,0.92260190893033,0.898870944701523,0.482482482482482
3.22132233901946,14371.4196593141,0.799892267176971,0.0254531011973172,0.0561639157061824,0.190450835085144,0.0476534336996843,0.190010308748884,0.935843932491369,0.897748259074358,0.517517517517518
3.20159525527085,14374.7554384768,0.799897096080143,0.0254529594350299,0.0561495458793031,0.190481213937099,0.0476598169275319,0.1899950831388,0.936192002619002,0.897716914865661,0.518518518518518
4.013404667179,14247.2545930308,0.799707128478968,0.0254582933453978,0.0567001723716656,0.189313403734093,0.0474139778786482,0.190582773318539,0.922191469780308,0.898903737864393,0.481481481481481
3.18197960337537,14378.0857017556,0.799901959366035,0.0254528297686817,0.0561352126336281,0.190511413963245,0.0476662311547799,0.189979597978002,0.936538560937995,0.897685527162344,0.519519519519519
4.03791966105796,14243.6802430556,0.799701587815254,0.025458442851659,0.0567157162287752,0.189280429495436,0.0474069700611654,0.190599718457149,0.921778334373932,0.898936613336869,0.48048048048048
4.06253027478148,14240.1063094353,0.799696140664412,0.0254585873392556,0.0567312192856905,0.189247492952943,0.0473999859876415,0.190616510721808,0.921364478896879,0.898969520198944,0.479479479479479
3.16248380924836,14381.4089142988,0.799906772747548,0.025452711926776,0.0561209776307749,0.190541453497366,0.0476726139510022,0.18996428248454,0.936883289447448,0.897654095006111,0.520520520520521
4.08731770989379,14236.5210967379,0.799690629887691,0.0254587569649689,0.0567468139813821,0.189214252198388,0.0473930462766103,0.190633066840312,0.920948025616753,0.899002365320307,0.478478478478478
3.14309600142099,14384.7269977321,0.799911493680194,0.0254525723976087,0.0561066992375719,0.190571583314974,0.047678951800355,0.18994904280656,0.937226522770364,0.897622832801929,0.521521521521522
4.11230052364348,14232.9221030456,0.799685163974684,0.0254589246630811,0.0567624177582528,0.18918082083274,0.0473861179031748,0.190649256124204,0.920528948676301,0.899035323519187,0.477477477477477
3.12380272453998,14388.042177853,0.79991634661803,0.0254524450746319,0.0560925117235698,0.190601601620911,0.0476852634351127,0.189934011420962,0.937568567490143,0.897591485722708,0.522522522522523
3.10464451942482,14391.3473824254,0.799921079841333,0.0254523099391766,0.0560782479863763,0.190631613351445,0.047691635810323,0.189918677986127,0.93790849673804,0.897560342961226,0.523523523523523
4.13737957438887,14229.3237213361,0.79967972746894,0.0254590817768665,0.0567780759123793,0.189147545720867,0.0473790888975326,0.190666211094382,0.920108879746634,0.899068319505816,0.476476476476476
3.0855867499935,14394.648473573,0.799925886585099,0.0254521790964125,0.0560640531785088,0.190661493284034,0.0476979682299919,0.189903373707337,0.938247129947534,0.897529146813243,0.524524524524524
4.16263097192478,14225.7151206975,0.799673956351029,0.025459260174366,0.0567937894182385,0.189113948625318,0.047372116686203,0.190682652186439,0.919686178980345,0.899101257018956,0.475475475475475
4.18804136883736,14222.0983507866,0.799668483997911,0.0254594135097766,0.0568094672201963,0.18908049843677,0.0473650904299681,0.190699417446826,0.919261735569392,0.899134434008178,0.474474474474474
