rsvals,alphavals,rr_rs_ratio,dsvals,dr_ds_ratio,err_Nvals,err_phivals,CCC_Nvals,CCC_phivals,lambdas
0.810746354417634,0.024999507461421,0.0631065572654369,0.169488704242286,0.0392794235760007,11723.5095814644,1.36855036983577,0.905557356550717,0.938312552832987,0.996262626262626
0.810765478951637,0.0249989025940598,0.0630258670457848,0.169649096428815,0.0393178827837239,11739.9508571629,1.30771085972378,0.90540828225459,0.940542081631122,0.996363636363636
0.81078460258043,0.0249983247596707,0.0629442645119793,0.169810685968099,0.0393569021051406,11756.5836349021,1.24785504532963,0.905256787372808,0.94276541257438,0.996464646464646
0.817385218280335,0.0214873833852045,0.0683595883297249,0.18476752851116,0.0180517423555986,14773.1145172153,3.09514571111376,0.90519865881971,0.883163070953132,0.996666666666667
0.810862002346921,0.024995970709745,0.0626095476417004,0.170472586377125,0.0395161103893101,11825.1415573964,1.01867692414925,0.90462613917412,0.951575134723204,0.996868686868687
0.811006329715197,0.0251723458114268,0.0930030282706517,0.176829992328187,0.0107057166592666,13643.5826501295,1.75200531481609,0.891475269158259,0.925086359894334,0.996969696969697
0.810821132261067,0.0252644576216729,0.0595343529042093,0.166774326177765,0.0436739500383472,11920.9117341577,0.907382958084677,0.903553778839105,0.955994451321626,0.997070707070707
0.813317386707174,0.023462265655456,0.0137106896099812,0.154907310993494,0.0802977986053475,22495.8970854673,0.967010102158288,0.916811133791197,0.952722071629076,0.997171717171717
0.810538518248325,0.0252990190449235,0.0926227285627695,0.177260552665846,0.0114934745667208,13676.7128382744,1.42753397857164,0.890576870383522,0.936261021402993,0.997272727272727
0.810960906818261,0.0249932122308247,0.0621686711120193,0.171336702451759,0.0397257397770094,11915.9991360996,0.75662185353811,0.903774109202908,0.962311025994778,0.997373737373737
0.81106833037533,0.0249780262693579,0.0628287687165248,0.171987528053821,0.0389693253576467,11934.617175804,0.713838142266274,0.903440582197273,0.964152510326805,0.997474747474748
0.811021528926447,0.0249916629381968,0.0618902924587489,0.171878082541077,0.0398579837408351,11973.719223203,0.613491322274172,0.903223299019975,0.968532859546367,0.997676767676768
0.811042004337888,0.024991168556237,0.0617949504321014,0.172062760227062,0.0399032533014665,11993.5558541378,0.568308228919961,0.903032275914268,0.970558035750448,0.997777777777778
0.811037345338609,0.0250763564439289,0.0702218725903379,0.175232359277162,0.0320224164495777,12182.0521843574,0.595273278454681,0.899612186514958,0.969364344899835,0.997878787878788
0.812860695017231,0.0250073819691788,0.0756737289317921,0.178193676968597,0.0263578538051438,12537.3643860878,0.629338091545709,0.897473973763757,0.967832021986087,0.997979797979798
0.811236886979978,0.0250702054384718,0.0629978021538301,0.172507042727513,0.0389430767092937,12057.0005045968,0.446590631812005,0.901475096956952,0.97618861459569,0.998080808080808
0.812338887643848,0.0247896015661816,0.0829565485554263,0.181222079624055,0.0181438374004973,13238.0227781561,0.655145107518349,0.894215533189299,0.966752861775145,0.998181818181818
0.809962378424142,0.025324522981697,0.0870628717334979,0.178851348405014,0.0164737330009114,13479.5347416811,0.603041085250202,0.89023418072298,0.968892249996625,0.998282828282828
0.811210089578191,0.0249876460167612,0.0609759789364474,0.173633734626736,0.0402916815733655,12165.320352615,0.257125633729066,0.901342511281611,0.985504105501957,0.998585858585859
0.811606864776373,0.0253481486274255,0.0890316255798501,0.179311296255054,0.0144031798259563,13844.2030145714,0.399663721092569,0.887392159253909,0.978455753161373,0.998686868686869
0.805526279156165,0.0261789560493326,0.0445913760235348,0.151013473696331,0.0616888479995117,14393.0685032437,0.645418948733598,0.895000812170925,0.964296749013788,0.998787878787879
0.808571386428336,0.0201422199807273,1.4046076848993e-17,0.209889333473906,0.0768103840556804,27356.0064004969,0.125841938603274,0.931678830384115,0.990898743914088,0.998888888888889
0.812657944550503,0.0256591255480987,0.0606941899632143,0.168850258102873,0.0434288170425893,12319.8472980253,0.153166473886287,0.896457497436615,0.990976402393717,0.998989898989899
0.811699400365185,0.0249939663898542,0.0759603465270701,0.180314763008402,0.0253238760124856,12918.6116842418,0.154208740135534,0.893590203933643,0.990965876710355,0.999090909090909
0.807690183543395,0.0259002110953118,0.0442363092563644,0.155955773006158,0.0605039741912398,14046.5856272279,0.260812524023549,0.896435892123042,0.984429159507715,0.999191919191919
0.811365095849351,0.0249855128312006,0.0601516584541625,0.175186574684424,0.0406822079167921,12340.8415671594,0.0724720608803317,0.89955000845964,0.995562534932348,0.999292929292929
0.81143433500804,0.0249850071546945,0.0597549255049978,0.17592392153261,0.0408700556250232,12426.3161957924,0.0251466920641421,0.898653531766986,0.998399542109544,0.99959595959596
