rsvals,alphavals,rr_rs_ratio,dsvals,dr_ds_ratio,err_Nvals,err_phivals,CCC_Nvals,CCC_phivals,lambdas
0.810561515893192,0.0250142293996168,0.0668749494213328,0.166748692756155,0.0365182853322498,11358.6715840449,3.2645852404348,0.908243023990221,0.880099236347488,0.993636363636364
0.811301045345343,0.0256420023575037,0.061908552782047,0.158943755121872,0.0442461160613067,11479.6016273547,3.20662570400521,0.905885314259992,0.881386906819351,0.993737373737374
0.810312806392129,0.0250151975513672,0.0648500240449539,0.165957196144728,0.0384451381383869,11373.2099585088,3.09584126889784,0.908588576033399,0.884478647575868,0.993838383838384
0.810364803292231,0.0250131601734697,0.0646486569395714,0.166371430504449,0.0385419175718256,11413.215438472,2.85397366560453,0.908256351794351,0.891143082596545,0.994141414141414
0.808896327305208,0.0239882890935672,0.0691928967816385,0.175071555988749,0.0293917175777226,11629.2075420021,3.18456966058231,0.910743915653587,0.881846734299689,0.994343434343434
0.810435049295664,0.0250104331266126,0.064373759996864,0.166934208647039,0.038673745587515,11467.9854706536,2.54245919738969,0.907795903947561,0.900081991603911,0.994545454545455
0.810452823206193,0.0250097739799102,0.0643038562083764,0.167076795113477,0.0387073133381161,11481.9494234264,2.46658825478173,0.907677375891913,0.90232442878862,0.994646464646465
0.810470640305807,0.0250090981459166,0.0642334355556489,0.167220316626284,0.0387410124401261,11496.0353951083,2.39149257101682,0.90755739749734,0.904570575926984,0.994747474747475
0.810488447474154,0.0250084248413739,0.0641625014636866,0.167364651840656,0.038774958241804,11510.2338772728,2.3172465443399,0.907436035059369,0.906818256615738,0.994848484848485
0.810506449490146,0.0250077717722447,0.0640911300268448,0.167509843225072,0.0388091180049194,11524.5599982245,2.24379530571562,0.907312986522665,0.909068872757186,0.994949494949495
0.810524406264043,0.0250071187535746,0.0640191177312963,0.167655781028907,0.038843627675664,11539.0025386633,2.17122087900261,0.907188524317861,0.911319989660462,0.995050505050505
0.810542470163264,0.0250064510568139,0.0639464313496906,0.167802907060324,0.0388784085562396,11553.5797039664,2.0994569986129,0.907062581771023,0.913573332985731,0.995151515151515
0.810780750960519,0.0250735424861562,0.0604942977985879,0.165809973291712,0.0425532454396711,11610.1322447009,2.0279279591948,0.907660101428785,0.91578503173765,0.995252525252525
0.810643771861494,0.0249505013808298,0.0639060577193737,0.168685661141237,0.0385975844075825,11583.3894308367,1.96021723723131,0.90708760208311,0.918046851883882,0.995353535353535
0.814108433988977,0.0234147766803482,0.014344908338399,0.15220696033689,0.080178098089125,22202.7410437688,2.23242993294668,0.919873995129824,0.907010581318439,0.995454545454545
0.810634067844007,0.0250032387861612,0.0635747869801895,0.168552535264654,0.0390560418650013,11628.5091616627,1.75364362945052,0.906406837629783,0.924844273828896,0.995656565656566
0.810907810912382,0.0251266718391671,0.0833665198600375,0.17343663409214,0.0203162096098973,12426.6842599848,2.27269474389413,0.898328841634381,0.908421178057603,0.995858585858586
0.811081631755894,0.0249429732197714,0.0792938701045739,0.174224301714801,0.0233981456433214,12216.7130946106,2.04204509699652,0.900549698576919,0.915633390584969,0.995959595959596
0.807467626972438,0.0247004617043351,0.067157169462262,0.172566313705922,0.0339662393860065,11745.9764445983,1.68456004048447,0.905837422752002,0.926084150511571,0.996060606060606
